id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
tristar-coin,Tristar Coin,TSTR,966,0.001122,0.00000010,1951.41,5641.0,5027857.0,255027857.0,,1.39,12.26,20.99,1519178350
caliphcoin,CaliphCoin,CALC,967,0.00080776,0.00000007,585.442,5373.0,6651808.0,148677180.0,189000000.0,-14.74,1.03,-4.32,1519178348
harmonycoin-hmc,HarmonyCoin,HMC,968,0.00792755,0.00000071,3300.74,4449.0,561235.0,33565561235.0,67130000000.0,3.37,-3.25,22.95,1519178352
prcoin,PRCoin,PRC,969,0.0002244,0.00000002,774.294,4092.0,18235600.0,798235600.0,,1.61,-1.77,-85.35,1519178349
digital-money-bits,Digital Money Bits,DMB,970,0.0049368,0.00000044,1101.93,2080.0,421300.0,10421300.0,50000000.0,1.39,-10.88,0.23,1519178351
ebittree-coin,Ebittree Coin,EBT,971,0.001122,0.00000010,1028.24,1419.0,1264511.0,811264511.0,,12.85,22.79,7.57,1519178350
paypex,Paypex,PAYX,972,0.743601,0.00008558,,50847628.0,68380258.0,150000000.0,,,,,1518205457
jinn,Jinn,JINN,973,738.386,0.0891521,,43345473.0,58703.0,1000000.0,,,,,1518176043
spectre-dividend,Spectre.ai Dividend Token,SXDT,974,0.518524,0.00006187,,42525978.0,82013519.0,140270691.0,,,,,1518289159
grid,Grid+,GRID,975,1.06309,0.0001256,,41711921.0,39236491.0,300000000.0,,,,,1518292756
bcap,BCAP,BCAP,976,2.6848,0.00031246,,26848000.0,10000000.0,10000000.0,,,,,1518259750
nvo,NVO,NVST,977,1.40282,0.00012503,466.344,21042300.0,15000000.0,15000000.0,,5.0,-6.22,-15.51,1519178352
starbase,Starbase,STAR,978,0.091554,0.00001088,,17166375.0,187500000.0,1000000000.0,,,,,1518292158
mercury-protocol,Mercury Protocol,GMT,979,0.0672846,0.00000802,,11459215.0,170309625.0,1000000000.0,,,,,1518187156
xenon,Xenon,XNN,980,0.0342125,0.00000305,447.731,10263750.0,300000000.0,1000000000.0,,17.51,56.7,-33.18,1519178356
prospectors-gold,Prospectors Gold,PGL,981,0.157529,0.00001404,86.0915,10160621.0,64500000.0,220000000.0,220000000.0,1.39,,-1.51,1519178355
astro,Astro,ASTRO,982,2.84353,0.00033932,,9422984.0,3313833.0,6999999.0,,,,,1518289157
virtacoin,Virtacoin,VTA,983,0.00165548,0.00000015,,8610665.0,5201310113.0,12666916683.0,21000000000.0,2.53,2.35,19.17,1519177743
bitboost,BitBoost,BBT,984,0.609695,0.00005434,306.806,7895531.0,12949969.0,50000000.0,,1.56,7.13,19.92,1519178357
eventchain,EventChain,EVC,985,0.219392,0.00001955,119.683,6856109.0,31250497.0,84000000.0,,1.6,1.58,9.81,1519178358
real,REAL,REAL,986,0.632594,0.00005638,104.795,6361249.0,10055817.0,19717288.0,,-0.0,-1.58,-15.09,1519178355
smartbillions,SmartBillions,SMART,987,0.795624,0.00009494,,5640272.0,7089117.0,7852650.0,,,,,1518289158
luckchain,LuckChain,BASH,988,0.00622123,0.00000055,441.932,4453581.0,715868299.0,715868299.0,,1.73,-13.35,28.39,1519178348
bowhead,Bowhead,AHT,989,0.473124,0.00004217,75.3403,3784992.0,8000000.0,100000000.0,,2.46,1.49,41.5,1519178354
darcrus,Darcrus,DAR,990,0.266007,0.00002371,212.779,3617798.0,13600388.0,13600388.0,,4.93,-20.51,38.69,1519178349
giga-watt-token,Giga Watt Token,WTT,991,1.23891,0.0001472,,3592839.0,2900000.0,17300000.0,,,,,1518292153
shadowcash,ShadowCash,SDC,992,0.366879,0.00003270,147.746,2456304.0,6695133.0,6695133.0,,1.39,,48.78,1519178344
gimli,Gimli,GIM,993,0.0302868,0.00000349,,2422944.0,80000000.0,150000000.0,150000000.0,,,,1518253755
ethereum-movie-venture,Ethereum Movie Venture,EMV,994,0.349785,0.00003553,,2296921.0,6566666.0,6666666.0,,,,-24.6,1518776650
etheriya,Etheriya,RIYA,995,1.44445,0.00012874,143.891,2284442.0,1581531.0,1861531.0,100000000.0,1.39,-10.6,8.06,1519178354
ico-openledger,ICO OpenLedger,ICOO,996,4.79475,0.00042734,373.764,2234121.0,465952.0,465952.0,,2.45,3.33,-4.44,1519178347
fimkrypto,FIMKrypto,FIMK,997,0.00343295,0.00000030,,1980828.0,577004618.0,886395300.0,,,0.19,,1519090743
neverdie,NEVERDIE,NDC,998,0.0479164,0.00000427,349.938,1964774.0,41004200.0,400000000.0,,3.81,3.67,-14.08,1519178353
rasputin-online-coin,Rasputin Online Coin,ROC,999,1.30922,0.00016259,,1811487.0,1383638.0,5000000.0,5000000.0,,,,1518160756
inpay,InPay,INPAY,1000,0.175817,0.00001567,96.2085,1758170.0,10000000.0,10000000.0,,1.39,-5.33,48.84,1519178350
starcredits,StarCredits,STRC,1001,0.38148,0.00003400,223.949,1716660.0,4500000.0,20000000.0,20000000.0,1.41,-2.02,15.83,1519178354
shorty,Shorty,SHORTY,1002,0.0160571,0.00000138,,1605710.0,100000000.0,100000000.0,,,1.87,-8.55,1519155849
link-platform,Link Platform,LNK,1003,95.3876,0.00850157,469.728,1565812.0,16415.0,34047.0,,1.56,-33.19,42.26,1519178352
hodlcoin,HOdlcoin,HODL,1004,0.0094248,0.00000084,414.686,1548899.0,164342925.0,250000000.0,,1.56,-11.83,19.31,1519178346
smart-investment-fund-token,Smart Investment Fund Token,SIFT,1005,2.0297,0.00024117,,1467341.0,722935.0,722935.0,722935.0,,,,1518194055
rustbits,Rustbits,RUSTBITS,1006,0.0411928,0.00000473,,1454142.0,35300866.0,100000000.0,,,,,1518505453
supercoin,SuperCoin,SUPER,1007,0.0270245,0.00000241,276.837,1299384.0,48081703.0,48081703.0,,1.56,-0.85,25.74,1519178343
metalcoin,MetalCoin,METAL,1008,0.0161568,0.00000144,339.503,1242870.0,76925527.0,76925527.0,,1.56,-16.79,-31.7,1519178344
bitpark-coin,Bitpark Coin,BPC,1009,0.0157083,0.00000140,215.284,1178123.0,75000000.0,100000000.0,,1.67,7.78,29.93,1519178349
hobonickels,HoboNickels,HBN,1010,0.0166056,0.00000148,60.8692,1065273.0,64151405.0,64151405.0,120000000.0,1.56,-1.1,16.63,1519178341
unicoin,UniCoin,UNIC,1011,0.344117,0.00003067,397.272,1027790.0,2986746.0,2986746.0,,1.56,-3.17,13.17,1519178345
gaia,GAIA,GAIA,1012,0.0422994,0.00000377,328.536,1019474.0,24101381.0,24101381.0,,1.56,-7.09,11.75,1519178343
nimfamoney,Nimfamoney,NIMFA,1013,2.17791,0.00025302,,984114.0,451862.0,1542580.0,,,,,1518198259
ultimate-secure-cash,Ultimate Secure Cash,USC,1014,0.094809,0.00000845,33.4284,980620.0,10343113.0,38602656.0,200084200.0,1.56,-16.99,-6.72,1519178350
btctalkcoin,BTCtalkcoin,TALK,1015,0.0146982,0.00000131,423.066,959655.0,65290635.0,65290635.0,,1.56,-3.96,41.2,1519178343
opal,Opal,OPAL,1016,0.0599989,0.00000535,250.466,908716.0,15145547.0,15145547.0,,3.15,-7.35,-3.89,1519178343
bit20,Bit20,BTWTY,1017,894153.0,79.6927,160.818,908459.0,1.0,1.0,,1.84,-3.78,11.53,1519178352
bankcoin,Bankcoin,B@,1018,0.0856342,0.00000763,372.07,881328.0,10291781.0,25000000.0,,3.81,14.02,-20.28,1519178350
securecoin,SecureCoin,SRC,1019,0.102108,0.00000910,483.259,867401.0,8494941.0,8494941.0,,1.8,-19.56,34.87,1519178341
signatum,Signatum,SIGT,1020,0.0069564,0.00000062,235.286,751102.0,107972766.0,107972766.0,,1.39,-3.32,20.01,1519178353
tigercoin,Tigercoin,TGC,1021,0.0167178,0.00000149,181.339,727840.0,43536800.0,43536800.0,,1.56,-5.57,30.84,1519178341
sterlingcoin,Sterlingcoin,SLG,1022,0.170538,0.00001520,301.474,720692.0,4225992.0,4225992.0,,2.35,-12.49,7.14,1519178344
valorbit,Valorbit,VAL,1023,0.0001122,0.00000001,2.24512,684819.0,6103558379.0,922343303558379,,1.56,-1.76,29.11,1519178346
bitcurrency,Bitcurrency,BTCR,1024,0.003927,0.00000035,15.2729,666014.0,169598616.0,169598616.0,,1.56,-18.25,7.79,1519178349
tattoocoin,Tattoocoin (Standard Edition),TSE,1025,0.0071808,0.00000064,66.0793,649301.0,90421856.0,90421856.0,,1.56,-17.82,-13.84,1519178349
ambercoin,AmberCoin,AMBER,1026,0.0142494,0.00000127,15.774,622691.0,43699481.0,43699481.0,,1.39,-13.36,-2.42,1519178345
bitz,Bitz,BITZ,1027,0.31057,0.00002768,35.0488,618311.0,1990891.0,1990891.0,,1.39,-33.5,12.55,1519178345
blockpay,BlockPay,BLOCKPAY,1028,0.110015,0.00000981,0.0850824,597194.0,5428300.0,98928316.0,,2.6,0.4,11.63,1519178348
goldreserve,GoldReserve,XGR,1029,0.0344454,0.00000307,140.277,591475.0,17171382.0,17171382.0,40000000.0,1.56,6.95,22.36,1519178343
colossuscoin-v2,Colossuscoin V2,CV2,1030,0.0002244,0.00000002,7.43875,529319.0,2358819009.0,22977351798.0,,1.61,-1.77,-13.93,1519178343
virtualcoin,VirtualCoin,VC,1031,0.0519486,0.00000463,23.7925,522826.0,10064287.0,10064287.0,4000000000.0,1.61,-1.98,64.42,1519178343
marscoin,Marscoin,MARS,1032,0.017952,0.00000160,314.905,507666.0,28279074.0,28279074.0,,5.52,-1.75,9.88,1519178341
philosopher-stones,Philosopher Stones,PHS,1033,0.079101,0.00000705,417.503,475740.0,6014340.0,6014340.0,,1.56,-1.77,19.14,1519178341
joincoin,Joincoin,J,1034,0.152592,0.00001360,33.5273,466659.0,3058213.0,3058213.0,,1.61,3.01,-9.84,1519178344
revolvercoin,RevolverCoin,XRE,1035,0.0206448,0.00000184,128.777,465356.0,22541098.0,22541098.0,,1.56,8.89,11.55,1519178347
ratecoin,Ratecoin,XRA,1036,0.00388455,0.00000035,456.971,461017.0,118679730.0,118679730.0,,-5.16,-12.99,-9.32,1519178345
globalcoin,GlobalCoin,GLC,1037,0.0069564,0.00000062,7.4521,453356.0,65171010.0,65171010.0,,1.56,-14.22,15.99,1519178341
satoshimadness,SatoshiMadness,MAD,1038,0.0002244,0.00000002,111.778,448953.0,2000683485.0,2000683485.0,,1.39,50.52,158.16,1519178346
wayguide,WayGuide,WAY,1039,0.0043758,0.00000039,4.59739,437758.0,100040708.0,100040708.0,,1.56,-27.94,20.0,1519178347
bitsilver,bitSilver,BITSILVER,1040,19.9375,0.00177696,112.191,437566.0,21947.0,21947.0,,3.57,-4.15,-4.03,1519178344
rubies,Rubies,RBIES,1041,0.0414018,0.00000369,3.31214,431210.0,10415252.0,10415252.0,,1.39,0.81,5.84,1519178346
sooncoin,SoonCoin,SOON,1042,0.0341088,0.00000304,350.46,425085.0,12462620.0,12462620.0,,1.61,-7.54,6.28,1519178344
cannacoin,CannaCoin,CCN,1043,0.0898722,0.00000801,313.481,422511.0,4701244.0,4701244.0,,1.61,-2.01,6.33,1519178342
px,PX,PX,1044,0.0042636,0.00000038,1.68715,419287.0,98341177.0,98341177.0,,1.39,-4.28,,1519178348
sixeleven,SixEleven,611,1045,0.955159,0.00008513,317.853,418709.0,438365.0,438365.0,,1.61,-2.73,19.43,1519178346
freicoin,Freicoin,FRC,1046,0.012903,0.00000115,369.461,390058.0,30230046.0,100000000.0,,1.56,9.68,47.28,1519178340
yellow-token,Yellow Token,YEL,1047,0.0326721,0.00000390,,385627.0,11802948.0,21000000.0,21000000.0,,,,1518278657
dollarcoin,Dollarcoin,DLC,1048,0.041514,0.00000370,151.099,378056.0,9106714.0,9106714.0,,1.61,-6.02,34.95,1519178347
nekonium,Nekonium,NUKO,1049,0.0419628,0.00000374,466.586,377184.0,8988522.0,18594251.0,,1.39,-6.51,9.43,1519178358
icoin,iCoin,ICN,1050,0.0127908,0.00000114,98.4161,376379.0,29425788.0,29425788.0,,-4.27,-11.36,-14.85,1519178342
btsr,BTSR,BTSR,1051,0.108509,0.00001098,,356372.0,3284266.0,3284266.0,,,,-20.4,1518707047
dix-asset,Dix Asset,DIX,1052,0.0000035218,0.0000000003,357.856,352179.0,100000000000,100000000000,,5.18,10.64,9.75,1519178349
mao-zedong,Mao Zedong,MAO,1053,0.054978,0.00000490,356.724,343223.0,6242918.0,6242918.0,,1.56,-3.68,16.38,1519178353
crypto,Crypto,CTO,1054,0.025806,0.00000230,199.711,339244.0,13145940.0,13145940.0,,1.61,-21.3,-14.09,1519178344
independent-money-system,Independent Money System,IMS,1055,0.0629973,0.00000561,327.906,338228.0,5368934.0,5368934.0,,1.39,-11.36,6.09,1519178347
ereal,eREAL,EREAL,1056,0.00428217,0.00000050,,319929.0,74711802.0,207000000.0,,,,,1518202156
catcoin,Catcoin,CAT,1057,0.0506022,0.00000451,487.697,318705.0,6298250.0,6298250.0,,1.56,-14.63,-10.9,1519178341
sproutsextreme,SproutsExtreme,SPEX,1058,0.000111104,0.00000001,,318492.0,2866607586.0,2866607586.0,,,-2.72,27.83,1519170546
bumbacoin,BumbaCoin,BUMBA,1059,0.0139701,0.00000125,71.2197,316897.0,22683936.0,22683936.0,,1.56,-2.92,-4.31,1519178346
darsek,Darsek,KED,1060,0.0180642,0.00000161,112.971,316032.0,17494929.0,17494929.0,,0.94,-3.66,22.97,1519178350
gameunits,GameUnits,UNITS,1061,0.0893142,0.00000796,267.615,310187.0,3472983.0,3472983.0,13000000.0,0.28,-39.73,-21.84,1519178349
shadow-token,Shadow Token,SHDW,1062,0.0427828,0.00000381,455.464,299480.0,7000000.0,10000000.0,,1.84,-9.93,-57.46,1519178353
ronpaulcoin,RonPaulCoin,RPC,1063,0.327063,0.00002915,362.011,298330.0,912147.0,912147.0,,1.56,3.0,1.89,1519178341
fincoin,FinCoin,FNC,1064,0.0228949,0.00000204,357.398,294856.0,12878667.0,1812878667.0,,0.6,2.14,1.01,1519178352
network-token,Network Token,NTWK,1065,0.0251717,0.00000290,,293787.0,11671310.0,50000000.0,,,,,1518205457
quatloo,Quatloo,QTL,1066,0.0369138,0.00000329,236.857,284933.0,7718883.0,7718883.0,,1.61,-12.02,0.19,1519178342
briacoin,BriaCoin,BRIA,1067,0.4,0.00003565,431.51,279176.0,697940.0,697940.0,3000000.0,0.0,8.05,-14.51,1519178352
compucoin,CompuCoin,CPN,1068,0.014025,0.00000125,280.826,275101.0,19615019.0,19615019.0,,1.39,9.64,43.87,1519178346
ccore,Ccore,CCO,1069,0.216881,0.00001933,366.953,260257.0,1199999.0,10000000.0,,1.22,-47.51,-34.37,1519178358
acoin,Acoin,ACOIN,1070,0.213292,0.00001901,319.533,260234.0,1220085.0,1220085.0,,2.23,3.83,23.3,1519178344
advanced-internet-blocks,Advanced Internet Blocks,AIB,1071,0.0103319,0.00000092,79.6562,246692.0,23876767.0,31412139756.0,,1.79,-1.14,-12.3,1519178344
cypher,Cypher,CYP,1072,0.0384846,0.00000343,195.962,244965.0,6365285.0,6365285.0,,1.39,-39.4,-11.13,1519178345
virta-unique-coin,Virta Unique Coin,VUC,1073,0.003927,0.00000035,78.54,242362.0,61716925.0,61716925.0,120000000.0,1.39,-1.77,32.88,1519178352
zurcoin,Zurcoin,ZUR,1074,0.0026928,0.00000024,479.366,236032.0,87653034.0,87653034.0,,1.39,-16.72,-22.55,1519178347
remicoin,Remicoin,RMC,1075,0.121288,0.00001081,161.757,227382.0,1874726.0,84000000.0,84000000.0,1.39,24.78,75.52,1519178352
neuro,Neuro,NRO,1076,0.0046002,0.00000041,106.795,218500.0,47498042.0,49498042.0,,1.39,-0.84,31.83,1519178351
veltor,Veltor,VLT,1077,0.393598,0.00003508,171.679,218390.0,554855.0,554855.0,,1.61,-1.77,-1.63,1519178347
goldpieces,GoldPieces,GP,1078,0.176372,0.00001572,84.2407,215202.0,1220161.0,1220161.0,,1.61,0.65,15.72,1519178343
creatio,Creatio,XCRE,1079,0.0104498,0.00000093,207.61,214435.0,20520514.0,20520514.0,,-0.79,-15.05,-5.06,1519178349
sacoin,SACoin,SAC,1080,0.030294,0.00000270,15.8021,212585.0,7017395.0,7017395.0,,1.39,-17.11,16.21,1519178348
ripto-bux,Ripto Bux,RBX,1081,0.000539462,0.00000005,48.7625,205662.0,381236123.0,1000000000.0,,4.93,60.81,10.75,1519178350
secretcoin,SecretCoin,SCRT,1082,0.0457776,0.00000408,1.1275,193578.0,4228672.0,4228672.0,,1.61,,35.94,1519178345
yacoin,Yacoin,YAC,1083,0.00158895,0.00000014,,192264.0,121000464.0,121000464.0,,,-0.63,7.55,1519125840
gpu-coin,GPU Coin,GPU,1084,0.00470586,0.00000042,209.577,190479.0,40477042.0,51530001.0,,1.35,-5.28,12.2,1519178347
boostcoin,BoostCoin,BOST,1085,0.0159324,0.00000142,7.96676,188886.0,11855487.0,11855487.0,,1.56,38.11,25.18,1519178342
soilcoin,SOILcoin,SOIL,1086,0.0329868,0.00000294,221.818,188092.0,5702048.0,5702048.0,,-5.77,-8.33,20.06,1519178345
brat,BROTHER,BRAT,1087,0.00112977,0.00000010,356.406,180763.0,160000000.0,1000000000.0,,1.56,-29.26,-28.29,1519178353
spots,Spots,SPT,1088,0.0078173,0.00000070,375.773,175155.0,22406021.0,22406021.0,,4.95,0.76,12.66,1519178341
franko,Franko,FRK,1089,0.18614,0.00001659,26.7687,173253.0,930767.0,930767.0,,1.39,-1.71,16.62,1519178341
bitcoin-21,Bitcoin 21,XBTC21,1090,0.215312,0.00001919,145.405,170766.0,793108.0,7093108.0,,1.61,-33.53,-19.3,1519178346
bitcedi,Bitcedi,BXC,1091,0.0293964,0.00000262,464.901,169217.0,5756371.0,9616277.0,,-0.07,-7.46,3.42,1519178346
firecoin,Firecoin,FIRE,1092,1.6839,0.00015008,220.617,165716.0,98412.0,98412.0,,1.61,-27.46,1.46,1519178342
ethgas,ETHGAS,EGAS,1093,0.0159378,0.00000189,,161889.0,10157540.0,13792050.0,,,,,1518291856
healthywormcoin,HealthyWormCoin,WORM,1094,0.0013464,0.00000012,16.2767,152956.0,113603765.0,113603765.0,,1.56,36.07,86.75,1519178350
hempcoin-hmp,HempCoin,HMP,1095,0.0001122,0.00000001,1.41664,152216.0,1356645470.0,2856645470.0,,1.61,-1.76,29.11,1519178345
guccionecoin,GuccioneCoin,GCC,1096,0.0074052,0.00000066,30.1563,150218.0,20285537.0,23775537.0,,1.61,-0.25,26.57,1519178345
bitasean,BitAsean,BAS,1097,0.0298347,0.00000266,44.2014,149174.0,5000000.0,30000000.0,,2.66,-4.16,-10.16,1519178353
idice,iDice,ICE,1098,0.0930138,0.00000829,148.979,146126.0,1571013.0,2071013.0,,1.61,-18.75,-9.84,1519178351
antibitcoin,AntiBitcoin,ANTI,1099,0.0083028,0.00000074,272.002,145010.0,17465159.0,17465159.0,,1.61,-10.25,29.11,1519178345
cashcoin,Cashcoin,CASH,1100,0.0030294,0.00000027,24.0767,144429.0,47675905.0,47675905.0,,1.56,-65.1,-79.27,1519178342
zetamicron,ZetaMicron,ZMC,1101,0.0002244,0.00000002,157.461,134717.0,600344291.0,600344291.0,,1.39,-1.76,37.97,1519178349
billarycoin,BillaryCoin,BLRY,1102,0.0145625,0.00000127,,130962.0,8993083.0,8993083.0,,,0.39,,1519132147
javascript-token,JavaScript Token,JS,1103,0.015708,0.00000140,45.5889,125538.0,7991996.0,7991996.0,,1.15,-30.89,-13.1,1519178356
vip-tokens,VIP Tokens,VIP,1104,0.0014586,0.00000013,173.341,121721.0,83450403.0,83450403.0,,1.56,-8.78,181.08,1519178346
jewels,Jewels,JWL,1105,0.00561,0.00000050,15.2555,113219.0,20181636.0,20181636.0,,1.39,-5.54,21.77,1519178348
litecred,Litecred,LTCR,1106,0.0037026,0.00000033,188.999,111921.0,30227750.0,30227750.0,,1.56,20.07,718.62,1519178346
sojourn,Sojourn,SOJ,1107,0.2244,0.00002000,196.553,108882.0,485214.0,852366.0,,1.61,9.09,16.94,1519178353
californium,Californium,CF,1108,0.0446556,0.00000398,120.437,108416.0,2427833.0,2427833.0,,1.56,9.82,43.78,1519178345
metal-music-coin,Metal Music Coin,MTLMC3,1109,0.0013464,0.00000012,31.7969,107334.0,79719140.0,79719140.0,2500000000.0,16.08,30.98,8.76,1519178344
braincoin,Braincoin,BRAIN,1110,0.0105468,0.00000094,248.886,106464.0,10094424.0,10094424.0,22000000.0,-0.37,-39.25,-25.12,1519178347
arbit,ARbit,ARB,1111,0.0126237,0.00000113,,103556.0,8203320.0,8203320.0,,,,56.16,1519084144
artex-coin,Artex Coin,ATX,1112,0.00507425,0.00000045,15.4208,95303.0,18781750.0,268781750.0,500000000.0,1.39,-3.79,31.42,1519178348
vector,VectorAI,VEC2,1113,0.00561,0.00000050,62.8622,95026.0,16938644.0,16938644.0,,1.61,-29.83,0.38,1519178345
printerium,Printerium,PRX,1114,0.00797484,0.00000071,358.207,94276.0,11821728.0,11821728.0,,1.39,-7.62,7.9,1519178349
ego,EGO,EGO,1115,0.0015708,0.00000014,177.096,94248.0,60000001.0,60000001.0,,1.39,,50.6,1519178348
warp,WARP,WARP,1116,0.0859452,0.00000766,281.117,94129.0,1095224.0,1095224.0,,1.61,-1.89,17.26,1519178345
uro,Uro,URO,1117,0.0750618,0.00000669,62.1461,90623.0,1207310.0,1207310.0,,1.56,36.33,86.28,1519178342
shilling,Shilling,SH,1118,0.0154836,0.00000138,30.0014,90499.0,5844800.0,5844800.0,,1.39,-1.77,-21.44,1519178348
cryptoworldx-token,CryptoWorldX Token,CWXT,1119,0.0013464,0.00000012,15.3731,80286.0,59630200.0,59630200.0,,21.93,68.4,-18.02,1519178349
coexistcoin,CoExistCoin,COXST,1120,0.00290927,0.00000026,0.322485,78841.0,27100000.0,27100000.0,,4.92,2.24,61.04,1519178347
ponzicoin,PonziCoin,PONZI,1121,0.0907698,0.00000809,217.661,78162.0,861099.0,861099.0,,1.61,12.09,49.0,1519178346
mindcoin,MindCoin,MND,1122,0.0047124,0.00000042,72.7333,74775.0,15867695.0,15867695.0,,1.61,-39.32,-15.36,1519178345
posex,PosEx,PEX,1123,0.030294,0.00000270,3.40819,74318.0,2453240.0,2453240.0,,1.39,1.45,37.81,1519178346
jobscoin,JobsCoin,JOBS,1124,0.0006732,0.00000006,13.464,71372.0,106019270.0,200019300.0,,1.56,-1.76,15.9,1519178348
speedcash,Speedcash,SCS,1125,0.272309,0.00002427,247.822,71299.0,261831.0,476918.0,,1.61,16.25,-35.96,1519178350
blackstar,Blackstar,BSTAR,1126,0.0001122,0.00000001,326.369,70775.0,630795971.0,630795971.0,,-44.69,-50.88,-23.02,1519178349
zayedcoin,Zayedcoin,ZYD,1127,0.0111534,0.00000097,,69640.0,6243840.0,6243840.0,,,0.67,49.94,1519130048
dreamcoin,Dreamcoin,DRM,1128,0.0278954,0.00000241,,68630.0,2460258.0,2460258.0,,,1.34,-11.14,1519114142
unrealcoin,Unrealcoin,URC,1129,0.0097614,0.00000087,1.46421,68568.0,7024402.0,7024402.0,,1.56,10.99,20.76,1519178344
corethum,Corethum,CRTM,1130,0.026949,0.00000330,,67373.0,2500000.0,3000000.0,,,,,1518167357
torcoin-tor,Torcoin,TOR,1131,0.212731,0.00001896,94.7146,67261.0,316179.0,1316179.0,,1.56,20.17,36.11,1519178350
playercoin,PlayerCoin,PLACO,1132,0.0019074,0.00000017,184.454,66988.0,35120000.0,100120000.0,,1.56,-27.39,37.15,1519178356
cryptoescudo,CryptoEscudo,CESC,1133,0.0004488,0.00000004,325.138,64674.0,144105100.0,594105100.0,,-15.94,-21.41,-6.44,1519178342
pulse,Pulse,PULSE,1134,0.004488,0.00000040,54.7879,64174.0,14298972.0,14298972.0,,1.56,-6.44,-20.9,1519178346
orlycoin,Orlycoin,ORLY,1135,0.0017295,0.00000015,,63381.0,36646779.0,36646779.0,,,0.95,4.73,1519142947
piecoin,PIECoin,PIE,1136,0.00561,0.00000050,20.0114,61953.0,11043235.0,11043235.0,,1.39,22.79,-36.1,1519178350
kingn-coin,KingN Coin,KNC,1137,30.7434,0.00274005,76.1984,61765.0,2009.0,2509.0,420000.0,1.56,-1.76,13.85,1519178351
osmiumcoin,OsmiumCoin,OS76,1138,0.0686664,0.00000612,11.3986,61390.0,894026.0,894026.0,,1.56,9.31,28.24,1519178346
credence-coin,Credence Coin,CRDNC,1139,0.017506,0.00000156,31.4576,59993.0,3427006.0,9227006.0,25000000.0,1.39,-10.95,-1.2,1519178357
letitride,LetItRide,LIR,1140,0.0015708,0.00000014,55.515,57625.0,36685148.0,36685148.0,,1.56,14.61,12.95,1519178347
plncoin,PLNcoin,PLNC,1141,0.003366,0.00000030,32.1668,57524.0,17089600.0,19089600.0,38540000.0,1.56,-5.67,-9.38,1519178342
ride-my-car,Ride My Car,RIDE,1142,0.000561,0.00000005,43.539,56816.0,101276976.0,101276976.0,,1.39,-18.14,-19.32,1519178349
dappster,DAPPSTER,DLISK,1143,0.000561,0.00000005,201.357,56100.0,100000000.0,100000000.0,,1.56,-29.83,-41.32,1519178347
genstake,G3N,G3N,1144,0.007293,0.00000065,91.4994,55149.0,7561891.0,7561891.0,,1.56,-3.25,19.87,1519178345
steps,Steps,STEPS,1145,0.002805,0.00000025,16.2687,52243.0,18625017.0,18625017.0,,1.39,,14.04,1519178346
tagrcoin,TAGRcoin,TAGR,1146,0.0013464,0.00000012,44.3485,52065.0,38669634.0,38669634.0,,1.56,-21.41,,1519178345
tychocoin,Tychocoin,TYCHO,1147,0.0098736,0.00000088,126.664,49609.0,5024368.0,40024368.0,,1.61,-12.68,-37.69,1519178351
bios-crypto,BiosCrypto,BIOS,1148,0.0023562,0.00000021,55.375,49060.0,20821709.0,20821709.0,,1.61,-14.05,-3.17,1519178344
bowscoin,BowsCoin,BSC,1149,0.0087516,0.00000078,68.2617,48572.0,5550102.0,5550102.0,,1.61,-7.75,-15.37,1519178344
destiny,Destiny,DES,1150,0.0295086,0.00000263,16.3977,47214.0,1600000.0,1600000.0,,1.39,-2.51,27.99,1519178347
agrolifecoin,AgrolifeCoin,AGLC,1151,0.0053856,0.00000048,274.491,45775.0,8499458.0,208499458.0,,1.39,-3.77,19.15,1519178348
impulsecoin,ImpulseCoin,IMPS,1152,0.0021318,0.00000019,20.2516,43159.0,20245510.0,20245510.0,,1.56,-1.76,,1519178348
crtcoin,CRTCoin,CRT,1153,0.53856,0.00004800,22.4529,42692.0,79270.0,10079270.0,,1.56,-1.76,29.11,1519178342
zonecoin,Zonecoin,ZNE,1154,0.0161572,0.00000140,,41717.0,2581970.0,2581970.0,,,1.04,,1519137847
socialcoin-socc,SocialCoin,SOCC,1155,0.02805,0.00000250,427.657,38846.0,1384879.0,1384879.0,,1.39,-4.84,57.46,1519178352
high-voltage,High Voltage,HVCO,1156,0.0250817,0.00000216,,37476.0,1494171.0,1694171.0,,,1.67,33.6,1519151347
ibank,iBank,IBANK,1157,0.00827936,0.00000071,,37475.0,4526324.0,4526324.0,,,2.1,-2.2,1519153149
argus,Argus,ARGUS,1158,0.0283387,0.00000253,474.974,32542.0,1148324.0,5194373.0,,1.39,2.01,13.46,1519178350
dollar-online,Dollar Online,DOLLAR,1159,0.0422994,0.00000377,461.76,31884.0,753776.0,9601412.0,,1.39,-37.96,-8.5,1519178349
sydpak,SydPak,SDP,1160,0.193657,0.00001726,337.88,31039.0,160280.0,160280.0,,1.39,12.32,58.9,1519178346
elysium,Elysium,ELS,1161,0.0074052,0.00000066,129.259,29658.0,4005012.0,4005012.0,18000000.0,1.56,-12.85,24.35,1519178349
futurexe,FuturXe,FXE,1162,0.124879,0.00001113,48.4859,29399.0,235421.0,84000000.0,,1.56,-2.38,14.52,1519178352
